sub_id,cond_id,block_id,task_id,event_id,stim_id,speaker_id,led_id,led_distance,response_time,n_reps,isi
05, 1, 3, 2, 1, uso_300ms_36.wav, 5, 429.5359449999999, 12.42, nan, 90, 2
05, 1, 3, 2, 2, uso_300ms_20.wav, 5, 429.5359449999999, 12.42, nan, 90, 2
05, 1, 3, 2, 3, uso_300ms_99.wav, 5, 378.12544599999984, 10.7, nan, 90, 2
05, 1, 3, 2, 4, uso_300ms_72.wav, 5, 285.34024999999986, 7.61, nan, 90, 2
05, 1, 3, 2, 5, uso_300ms_12.wav, 5, 373.0945739999998, 10.54, nan, 90, 2
05, 1, 3, 2, 6, uso_300ms_91.wav, 5, 260.99403299999966, 6.8, nan, 90, 2
05, 1, 3, 2, 7, uso_300ms_28.wav, 5, 256.5335629999996, 6.65, nan, 90, 2
05, 1, 3, 2, 8, uso_300ms_77.wav, 3, 195.0917489999996, 4.6, nan, 90, 2
05, 1, 3, 2, 9, uso_300ms_91.wav, 3, 195.0917489999996, 4.6, nan, 90, 2
05, 1, 3, 2, 10, uso_300ms_76.wav, 3, 195.0917489999996, 4.6, nan, 90, 2
05, 1, 3, 2, 11, uso_300ms_66.wav, 3, 215.5476949999996, 5.28, nan, 90, 2
05, 1, 3, 2, 12, uso_300ms_29.wav, 1, 142.95605699999953, 2.87, nan, 90, 2
05, 1, 3, 2, 13, uso_300ms_77.wav, 1, 142.95605699999953, 2.87, nan, 90, 2
05, 1, 3, 2, 14, uso_300ms_91.wav, 1, 142.95605699999953, 2.87, nan, 90, 2
05, 1, 3, 2, 15, uso_300ms_77.wav, 1, 93.36018899999952, 1.21, nan, 90, 2
05, 1, 3, 2, 16, uso_300ms_44.wav, 1, 114.66991799999956, 1.92, nan, 90, 2
05, 1, 3, 2, 17, uso_300ms_47.wav, 1, 114.66991799999956, 1.92, nan, 90, 2
05, 1, 3, 2, 18, uso_300ms_67.wav, 1, 114.66991799999956, 1.92, nan, 90, 2
05, 1, 3, 2, 19, uso_300ms_100.wav, 2, 175.56683099999955, 3.95, nan, 90, 2
05, 1, 3, 2, 20, uso_300ms_80.wav, 2, 175.56683099999955, 3.95, nan, 90, 2
05, 1, 3, 2, 21, uso_300ms_71.wav, 1, 153.95419799999956, 3.23, nan, 90, 2
05, 1, 3, 2, 22, uso_300ms_33.wav, 1, 153.95419799999956, 3.23, nan, 90, 2
05, 1, 3, 2, 23, uso_300ms_19.wav, 3, 200.51852699999955, 4.78, nan, 90, 2
05, 1, 3, 2, 24, uso_300ms_60.wav, 3, 200.52306299999952, 4.78, nan, 90, 2
05, 1, 3, 2, 25, uso_300ms_17.wav, 3, 203.27363599999927, 4.88, nan, 90, 2
05, 1, 3, 2, 26, uso_300ms_41.wav, 2, 180.54854899999924, 4.12, nan, 90, 2
05, 1, 3, 2, 27, uso_300ms_26.wav, 2, 180.54854899999924, 4.12, nan, 90, 2
05, 1, 3, 2, 28, uso_300ms_52.wav, 2, 180.54854899999924, 4.12, nan, 90, 2
05, 1, 3, 2, 29, uso_300ms_75.wav, 2, 180.54854899999924, 4.12, nan, 90, 2
05, 1, 3, 2, 30, uso_300ms_20.wav, 1, 143.3360449999992, 2.88, nan, 90, 2
05, 1, 3, 2, 31, uso_300ms_17.wav, 1, 143.3360449999992, 2.88, nan, 90, 2
05, 1, 3, 2, 32, uso_300ms_78.wav, 1, 143.3360449999992, 2.88, nan, 90, 2
05, 1, 3, 2, 33, uso_300ms_45.wav, 2, 179.67999599999914, 4.09, nan, 90, 2
05, 1, 3, 2, 34, uso_300ms_29.wav, 2, 179.67999599999914, 4.09, nan, 90, 2
05, 1, 3, 2, 35, uso_300ms_41.wav, 2, 179.82672299999865, 4.09, nan, 90, 2
05, 1, 3, 2, 36, uso_300ms_24.wav, 3, 216.9081659999988, 5.33, nan, 90, 2
05, 1, 3, 2, 37, uso_300ms_86.wav, 3, 216.9081659999988, 5.33, nan, 90, 2
05, 1, 3, 2, 38, uso_300ms_59.wav, 3, 217.1216869999979, 5.34, nan, 90, 2
05, 1, 3, 2, 39, uso_300ms_100.wav, 5, 256.69793699999764, 6.66, nan, 90, 2
05, 1, 3, 2, 40, uso_300ms_10.wav, 5, 267.7564739999978, 7.03, nan, 90, 2
05, 1, 3, 2, 41, uso_300ms_13.wav, 5, 281.063935999998, 7.47, nan, 90, 2
05, 1, 3, 2, 42, uso_300ms_4.wav, 5, 281.063935999998, 7.47, nan, 90, 2
05, 1, 3, 2, 43, uso_300ms_52.wav, 5, 281.063935999998, 7.47, nan, 90, 2
05, 1, 3, 2, 44, uso_300ms_91.wav, 5, 281.2226749999988, 7.47, nan, 90, 2
05, 1, 3, 2, 45, uso_300ms_9.wav, 5, 350.77513699999986, 9.79, nan, 90, 2
05, 1, 3, 2, 46, uso_300ms_100.wav, 5, 454.99464400000033, 13.27, nan, 90, 2
05, 1, 3, 2, 47, uso_300ms_65.wav, 5, 447.2041970000003, 13.01, nan, 90, 2
05, 1, 3, 2, 48, uso_300ms_80.wav, 5, 439.50737500000025, 12.75, nan, 90, 2
05, 1, 3, 2, 49, uso_300ms_35.wav, 5, 317.9694970000003, 8.7, nan, 90, 2
05, 1, 3, 2, 50, uso_300ms_80.wav, 5, 315.77300200000025, 8.63, nan, 90, 2
05, 1, 3, 2, 51, uso_300ms_22.wav, 3, 207.3984980000002, 5.01, nan, 90, 2
05, 1, 3, 2, 52, uso_300ms_29.wav, 3, 207.4196660000001, 5.01, nan, 90, 2
05, 1, 3, 2, 53, uso_300ms_100.wav, 3, 207.6100309999993, 5.02, nan, 90, 2
05, 1, 3, 2, 54, uso_300ms_42.wav, 5, 322.8977979999992, 8.86, nan, 90, 2
05, 1, 3, 2, 55, uso_300ms_26.wav, 5, 322.8977979999992, 8.86, nan, 90, 2
05, 1, 3, 2, 56, uso_300ms_55.wav, 5, 322.9628139999988, 8.87, nan, 90, 2
05, 1, 3, 2, 57, uso_300ms_94.wav, 5, 322.9628139999988, 8.87, nan, 90, 2
05, 1, 3, 2, 58, uso_300ms_66.wav, 5, 264.4767989999988, 6.92, nan, 90, 2
05, 1, 3, 2, 59, uso_300ms_77.wav, 3, 214.8199679999988, 5.26, nan, 90, 2
05, 1, 3, 2, 60, uso_300ms_46.wav, 3, 214.8199679999988, 5.26, nan, 90, 2
05, 1, 3, 2, 61, uso_300ms_34.wav, 3, 214.8199679999988, 5.26, nan, 90, 2
05, 1, 3, 2, 62, uso_300ms_2.wav, 3, 214.8199679999988, 5.26, nan, 90, 2
05, 1, 3, 2, 63, uso_300ms_87.wav, 5, 292.7213159999988, 7.86, nan, 90, 2
05, 1, 3, 2, 64, uso_300ms_59.wav, 5, 293.10885699999864, 7.87, nan, 90, 2
05, 1, 3, 2, 65, uso_300ms_59.wav, 5, 293.10885699999864, 7.87, nan, 90, 2
05, 1, 3, 2, 66, uso_300ms_7.wav, 5, 293.10885699999864, 7.87, nan, 90, 2
05, 1, 3, 2, 67, uso_300ms_52.wav, 5, 293.10885699999864, 7.87, nan, 90, 2
05, 1, 3, 2, 68, uso_300ms_85.wav, 3, 207.7065609999986, 5.02, nan, 90, 2
05, 1, 3, 2, 69, uso_300ms_43.wav, 3, 207.7065609999986, 5.02, nan, 90, 2
05, 1, 3, 2, 70, uso_300ms_10.wav, 1, 135.05819499999862, 2.6, nan, 90, 2
05, 1, 3, 2, 71, uso_300ms_100.wav, 1, 135.05819499999862, 2.6, nan, 90, 2
05, 1, 3, 2, 72, uso_300ms_21.wav, 1, 135.05819499999862, 2.6, nan, 90, 2
05, 1, 3, 2, 73, uso_300ms_45.wav, 1, 87.67375299999863, 1.02, nan, 90, 2
05, 1, 3, 2, 74, uso_300ms_44.wav, 1, 100.72074499999884, 1.46, nan, 90, 2
05, 1, 3, 2, 75, uso_300ms_15.wav, 3, 194.957761999999, 4.6, nan, 90, 2
05, 1, 3, 2, 76, uso_300ms_65.wav, 2, 165.67148399999903, 3.62, nan, 90, 2
05, 1, 3, 2, 77, uso_300ms_60.wav, 5, 428.73698599999904, 12.39, nan, 90, 2
05, 1, 3, 2, 78, uso_300ms_11.wav, 5, 419.9264289999991, 12.1, nan, 90, 2
05, 1, 3, 2, 79, uso_300ms_43.wav, 5, 298.2838799999988, 8.04, nan, 90, 2
05, 1, 3, 2, 80, uso_300ms_26.wav, 5, 298.2838799999988, 8.04, nan, 90, 2
05, 1, 3, 2, 81, uso_300ms_65.wav, 4, 249.1032869999988, 6.4, nan, 90, 2
05, 1, 3, 2, 82, uso_300ms_7.wav, 4, 249.1032869999988, 6.4, nan, 90, 2
05, 1, 3, 2, 83, uso_300ms_51.wav, 5, 308.1370799999988, 8.37, nan, 90, 2
05, 1, 3, 2, 84, uso_300ms_30.wav, 5, 308.1370799999988, 8.37, nan, 90, 2
