sub_id,cond_id,block_id,task_id,event_id,stim_id,speaker_id,led_id,led_distance,response_time,n_reps,isi
05, 1, 4, 2, 1, uso_300ms_92.wav, 3, 198, 4.7, 3.3875417709350586, 15, 0.3
05, 1, 4, 2, 2, uso_300ms_16.wav, 5, 278, 7.37, 5.052380561828613, 15, 0.3
05, 1, 4, 2, 3, uso_300ms_22.wav, 1, 180, 4.1, 2.1267662048339844, 15, 0.3
05, 1, 4, 2, 4, uso_300ms_27.wav, 4, 241, 6.13, 2.1637351512908936, 15, 0.3
05, 1, 4, 2, 5, uso_300ms_85.wav, 2, 215, 5.27, 1.9613983631134035, 15, 0.3
05, 1, 4, 2, 6, uso_300ms_75.wav, 5, 294, 7.9, 3.4657230377197266, 15, 0.3
05, 1, 4, 2, 7, uso_300ms_23.wav, 3, 251, 6.47, 1.6905944347381592, 15, 0.3
05, 1, 4, 2, 8, uso_300ms_15.wav, 2, 224, 5.57, 1.5828499794006348, 15, 0.3
05, 1, 4, 2, 9, uso_300ms_6.wav, 4, 248, 6.37, 2.877893209457397, 15, 0.3
05, 1, 4, 2, 10, uso_300ms_45.wav, 1, 156, 3.3, 2.902336359024048, 15, 0.3
05, 1, 4, 2, 11, uso_300ms_97.wav, 5, 260, 6.77, 2.9112966060638428, 15, 0.3
05, 1, 4, 2, 12, uso_300ms_12.wav, 3, 296, 7.97, 4.126882791519165, 15, 0.3
05, 1, 4, 2, 13, uso_300ms_94.wav, 4, 252, 6.5, 2.455062866210937, 15, 0.3
05, 1, 4, 2, 14, uso_300ms_22.wav, 2, 204, 4.9, 1.6440026760101318, 15, 0.3
05, 1, 4, 2, 15, uso_300ms_9.wav, 1, 142, 2.83, 1.883872985839844, 15, 0.3
05, 1, 4, 2, 16, uso_300ms_60.wav, 5, 304, 8.23, 3.790443181991577, 15, 0.3
05, 1, 4, 2, 17, uso_300ms_21.wav, 4, 282, 7.5, 1.828296184539795, 15, 0.3
05, 1, 4, 2, 18, uso_300ms_20.wav, 3, 259, 6.73, 1.962369441986084, 15, 0.3
05, 1, 4, 2, 19, uso_300ms_9.wav, 1, 133, 2.53, 2.5989420413970947, 15, 0.3
05, 1, 4, 2, 20, uso_300ms_38.wav, 2, 212, 5.17, 3.3397037982940674, 15, 0.3
05, 1, 4, 2, 21, uso_300ms_79.wav, 4, 283, 7.53, 2.856656789779663, 15, 0.3
05, 1, 4, 2, 22, uso_300ms_12.wav, 3, 271, 7.13, 2.7778351306915283, 15, 0.3
05, 1, 4, 2, 23, uso_300ms_75.wav, 2, 187, 4.33, 2.095010280609131, 15, 0.3
05, 1, 4, 2, 24, uso_300ms_21.wav, 1, 159, 3.4, 1.948613405227661, 15, 0.3
05, 1, 4, 2, 25, uso_300ms_24.wav, 5, 284, 7.57, 2.403894424438477, 15, 0.3
05, 1, 4, 2, 26, uso_300ms_33.wav, 3, 259, 6.73, 1.335808277130127, 15, 0.3
05, 1, 4, 2, 27, uso_300ms_23.wav, 5, 327, 9.0, 3.4913129806518555, 15, 0.3
05, 1, 4, 2, 28, uso_300ms_88.wav, 4, 276, 7.3, 3.3929085731506348, 15, 0.3
05, 1, 4, 2, 29, uso_300ms_76.wav, 2, 248, 6.37, 1.722916603088379, 15, 0.3
05, 1, 4, 2, 30, uso_300ms_74.wav, 1, 154, 3.23, 3.1424193382263184, 15, 0.3
05, 1, 4, 2, 31, uso_300ms_73.wav, 3, 275, 7.27, 3.4575679302215576, 15, 0.3
05, 1, 4, 2, 32, uso_300ms_96.wav, 5, 275, 7.27, 3.389246225357056, 15, 0.3
05, 1, 4, 2, 33, uso_300ms_50.wav, 1, 129, 2.4, 2.3975272178649902, 15, 0.3
05, 1, 4, 2, 34, uso_300ms_35.wav, 4, 304, 8.23, 3.738805294036865, 15, 0.3
05, 1, 4, 2, 35, uso_300ms_71.wav, 2, 221, 5.47, 2.5126829147338867, 15, 0.3
