sub_id,cond_id,block_id,task_id,event_id,stim_id,speaker_id,led_id,led_distance,response_time,n_reps,isi
05, 1, 2, 2, 1, uso_300ms_18.wav, 5, 90, 1.1, 0.2010984420776367, 15, 0.3
05, 1, 2, 2, 2, uso_300ms_14.wav, 1, 228, 5.7, 5.109187126159668, 15, 0.3
05, 1, 2, 2, 3, uso_300ms_50.wav, 4, 196, 4.63, 4.613502025604248, 15, 0.3
05, 1, 2, 2, 4, uso_300ms_6.wav, 3, 231, 5.8, 1.911908864974976, 15, 0.3
05, 1, 2, 2, 5, uso_300ms_42.wav, 2, 194, 4.57, 2.7978880405426025, 15, 0.3
05, 1, 2, 2, 6, uso_300ms_14.wav, 1, 146, 2.97, 2.6710050106048584, 15, 0.3
05, 1, 2, 2, 7, uso_300ms_83.wav, 5, 298, 8.03, 5.076789379119873, 15, 0.3
05, 1, 2, 2, 8, uso_300ms_6.wav, 4, 254, 6.57, 1.9060018062591555, 15, 0.3
05, 1, 2, 2, 9, uso_300ms_78.wav, 3, 281, 7.47, 2.4645330905914307, 15, 0.3
05, 1, 2, 2, 10, uso_300ms_31.wav, 2, 222, 5.5, 2.72563099861145, 15, 0.3
05, 1, 2, 2, 11, uso_300ms_49.wav, 4, 236, 5.97, 2.3707029819488525, 15, 0.3
05, 1, 2, 2, 12, uso_300ms_74.wav, 1, 167, 3.67, 2.648618221282959, 15, 0.3
05, 1, 2, 2, 13, uso_300ms_31.wav, 5, 295, 7.93, 3.4774036407470703, 15, 0.3
05, 1, 2, 2, 14, uso_300ms_52.wav, 2, 209, 5.07, 2.327471971511841, 15, 0.3
05, 1, 2, 2, 15, uso_300ms_87.wav, 3, 240, 6.1, 2.3724403381347656, 15, 0.3
05, 1, 2, 2, 16, uso_300ms_88.wav, 2, 190, 4.43, 1.6999754905700684, 15, 0.3
05, 1, 2, 2, 17, uso_300ms_28.wav, 4, 236, 5.97, 1.948404550552368, 15, 0.3
05, 1, 2, 2, 18, uso_300ms_68.wav, 1, 162, 3.5, 4.214592933654785, 15, 0.3
05, 1, 2, 2, 19, uso_300ms_68.wav, 5, 315, 8.6, 3.5718259811401367, 15, 0.3
05, 1, 2, 2, 20, uso_300ms_19.wav, 3, 264, 6.9, 2.7746896743774414, 15, 0.3
05, 1, 2, 2, 21, uso_300ms_71.wav, 2, 238, 6.03, 2.449265718460083, 15, 0.3
05, 1, 2, 2, 22, uso_300ms_93.wav, 5, 308, 8.37, 2.68449330329895, 15, 0.3
05, 1, 2, 2, 23, uso_300ms_30.wav, 4, 226, 5.63, 3.2358806133270264, 15, 0.3
05, 1, 2, 2, 24, uso_300ms_57.wav, 1, 140, 2.77, 2.880603075027466, 15, 0.3
05, 1, 2, 2, 25, uso_300ms_30.wav, 3, 198, 4.7, 2.306694507598877, 15, 0.3
05, 1, 2, 2, 26, uso_300ms_51.wav, 2, 177, 4.0, 1.93731951713562, 15, 0.3
05, 1, 2, 2, 27, uso_300ms_65.wav, 5, 297, 8.0, 4.063557386398315, 15, 0.3
05, 1, 2, 2, 28, uso_300ms_41.wav, 4, 264, 6.9, 4.596853494644165, 15, 0.3
05, 1, 2, 2, 29, uso_300ms_20.wav, 1, 133, 2.53, 2.927856683731079, 15, 0.3
05, 1, 2, 2, 30, uso_300ms_94.wav, 3, 170, 3.77, 3.902287721633911, 15, 0.3
05, 1, 2, 2, 31, uso_300ms_32.wav, 2, 177, 4.0, 2.564072370529175, 15, 0.3
05, 1, 2, 2, 32, uso_300ms_21.wav, 3, 206, 4.97, 2.789913892745972, 15, 0.3
05, 1, 2, 2, 33, uso_300ms_47.wav, 5, 281, 7.47, 4.113671064376831, 15, 0.3
05, 1, 2, 2, 34, uso_300ms_53.wav, 4, 256, 6.63, 2.333519220352173, 15, 0.3
05, 1, 2, 2, 35, uso_300ms_72.wav, 1, 140, 2.77, 3.891235589981079, 15, 0.3
05, 1, 2, 2, 36, uso_300ms_98.wav, 5, 297, 8.0, 4.150190114974976, 15, 0.3
05, 1, 2, 2, 37, uso_300ms_87.wav, 3, 187, 4.33, 2.75269627571106, 15, 0.3
05, 1, 2, 2, 38, uso_300ms_6.wav, 2, 164, 3.57, 2.320260524749756, 15, 0.3
05, 1, 2, 2, 39, uso_300ms_88.wav, 4, 244, 6.23, 2.90664005279541, 15, 0.3
05, 1, 2, 2, 40, uso_300ms_28.wav, 1, 142, 2.83, 2.3605899810791016, 15, 0.3
05, 1, 2, 2, 41, uso_300ms_83.wav, 4, 247, 6.33, 4.074483156204224, 15, 0.3
05, 1, 2, 2, 42, uso_300ms_92.wav, 3, 177, 4.0, 2.9805774688720703, 15, 0.3
05, 1, 2, 2, 43, uso_300ms_16.wav, 1, 147, 3.0, 2.972841262817383, 15, 0.3
05, 1, 2, 2, 44, uso_300ms_69.wav, 5, 299, 8.07, 4.409115552902222, 15, 0.3
05, 1, 2, 2, 45, uso_300ms_74.wav, 2, 200, 4.77, 2.734530448913574, 15, 0.3
05, 1, 2, 2, 46, uso_300ms_91.wav, 1, 146, 2.97, 1.9079182147979736, 15, 0.3
05, 1, 2, 2, 47, uso_300ms_25.wav, 4, 211, 5.13, 2.4354727268218994, 15, 0.3
05, 1, 2, 2, 48, uso_300ms_76.wav, 2, 231, 5.8, 3.880574941635132, 15, 0.3
05, 1, 2, 2, 49, uso_300ms_57.wav, 3, 199, 4.73, 1.6868629455566406, 15, 0.3
05, 1, 2, 2, 50, uso_300ms_24.wav, 5, 238, 6.03, 2.781806468963623, 15, 0.3
05, 1, 2, 2, 51, uso_300ms_43.wav, 1, 145, 2.93, 2.5965771675109863, 15, 0.3
05, 1, 2, 2, 52, uso_300ms_23.wav, 3, 187, 4.33, 2.3791215419769287, 15, 0.3
05, 1, 2, 2, 53, uso_300ms_16.wav, 5, 299, 8.07, 2.7721636295318604, 15, 0.3
05, 1, 2, 2, 54, uso_300ms_55.wav, 4, 255, 6.6, 2.006537675857544, 15, 0.3
05, 1, 2, 2, 55, uso_300ms_90.wav, 2, 208, 5.03, 2.3083271980285645, 15, 0.3
05, 1, 2, 2, 56, uso_300ms_24.wav, 5, 295, 7.93, 2.9914941787719727, 15, 0.3
05, 1, 2, 2, 57, uso_300ms_14.wav, 3, 257, 6.67, 2.824124336242676, 15, 0.3
05, 1, 2, 2, 58, uso_300ms_28.wav, 4, 276, 7.3, 4.584194183349609, 15, 0.3
05, 1, 2, 2, 59, uso_300ms_75.wav, 2, 188, 4.37, 2.524446725845337, 15, 0.3
05, 1, 2, 2, 60, uso_300ms_14.wav, 1, 132, 2.5, 1.645780324935913, 15, 0.3
05, 1, 2, 2, 61, uso_300ms_91.wav, 5, 325, 8.93, 3.2450203895568848, 15, 0.3
05, 1, 2, 2, 62, uso_300ms_80.wav, 1, 185, 4.27, 3.658658504486084, 15, 0.3
05, 1, 2, 2, 63, uso_300ms_23.wav, 2, 166, 3.63, 2.0503792762756348, 15, 0.3
05, 1, 2, 2, 64, uso_300ms_63.wav, 4, 180, 4.1, 7.247355461120605, 15, 0.3
05, 1, 2, 2, 65, uso_300ms_66.wav, 3, 312, 8.5, 2.891439199447632, 15, 0.3
05, 1, 2, 2, 66, uso_300ms_29.wav, 5, 359, 10.07, 2.1122562885284424, 15, 0.3
05, 1, 2, 2, 67, uso_300ms_26.wav, 2, 227, 5.67, 2.7240469455718994, 15, 0.3
05, 1, 2, 2, 68, uso_300ms_21.wav, 4, 316, 8.63, 2.418135643005371, 15, 0.3
05, 1, 2, 2, 69, uso_300ms_59.wav, 1, 168, 3.7, 2.74562931060791, 15, 0.3
05, 1, 2, 2, 70, uso_300ms_23.wav, 3, 192, 4.5, 5.515968561172485, 15, 0.3
05, 1, 2, 2, 71, uso_300ms_71.wav, 4, 330, 9.1, 3.014362096786499, 15, 0.3
05, 1, 2, 2, 72, uso_300ms_21.wav, 2, 248, 6.37, 1.927802801132202, 15, 0.3
05, 1, 2, 2, 73, uso_300ms_94.wav, 5, 293, 7.87, 3.424898862838745, 15, 0.3
05, 1, 2, 2, 74, uso_300ms_14.wav, 1, 177, 4.0, 2.209678649902344, 15, 0.3
05, 1, 2, 2, 75, uso_300ms_93.wav, 3, 274, 7.23, 2.878783226013184, 15, 0.3
