cond_id,sub_id,block_id,task_id,event_id,stim_id,speaker_id,response,response_time,n_reps,isi
2,1,4,2,1,uso_300ms_51.wav,6,6.826979472140764,19.18885397911072,15,0.3
2,1,4,2,2,uso_300ms_99.wav,3,4.847507331378299,1.8747518062591555,15,0.3
2,1,4,2,3,uso_300ms_51.wav,5,6.284457478005866,1.499849557876587,15,0.3
2,1,4,2,4,uso_300ms_39.wav,4,4.818181818181818,1.438615083694458,15,0.3
2,1,4,2,5,uso_300ms_7.wav,1,3.513196480938417,1.295240879058838,15,0.3
2,1,4,2,6,uso_300ms_87.wav,2,4.598240469208212,1.18738055229187,15,0.3
2,1,4,2,7,uso_300ms_51.wav,1,5.609970674486804,1.316023826599121,15,0.3
2,1,4,2,8,uso_300ms_51.wav,2,5.639296187683285,1.556518793106079,15,0.3
2,1,4,2,9,uso_300ms_95.wav,6,6.44574780058651,1.312368392944336,15,0.3
2,1,4,2,10,uso_300ms_7.wav,4,5.331378299120235,1.439464092254639,15,0.3
2,1,4,2,11,uso_300ms_99.wav,3,4.202346041055719,1.0623962879180908,15,0.3
2,1,4,2,12,uso_300ms_23.wav,5,3.703812316715543,1.0623936653137207,15,0.3
2,1,4,2,13,uso_300ms_15.wav,4,5.067448680351907,1.1272854804992676,15,0.3
2,1,4,2,14,uso_300ms_95.wav,2,4.304985337243402,1.499774932861328,15,0.3
2,1,4,2,15,uso_300ms_107.wav,1,2.721407624633432,2.186708927154541,15,0.3
2,1,4,2,16,uso_300ms_107.wav,5,4.86217008797654,1.3139848709106443,15,0.3
2,1,4,2,17,uso_300ms_27.wav,6,5.771260997067449,1.1873815059661863,15,0.3
2,1,4,2,18,uso_300ms_27.wav,3,5.008797653958944,1.5025005340576172,15,0.3
2,1,4,2,19,uso_300ms_83.wav,1,4.202346041055719,1.1874094009399414,15,0.3
2,1,4,2,20,uso_300ms_115.wav,6,5.521994134897361,1.0623960494995115,15,0.3
2,1,4,2,21,uso_300ms_35.wav,4,6.181818181818182,0.8748490810394287,15,0.3
2,1,4,2,22,uso_300ms_83.wav,5,4.9208211143695015,1.18670392036438,15,0.3
2,1,4,2,23,uso_300ms_27.wav,2,3.7184750733137832,1.062394380569458,15,0.3
2,1,4,2,24,uso_300ms_3.wav,3,4.510263929618769,1.0623924732208252,15,0.3
2,1,4,2,25,uso_300ms_87.wav,4,4.202346041055719,0.9218294620513916,15,0.3
2,1,4,2,26,uso_300ms_15.wav,6,5.947214076246334,1.0623900890350342,15,0.3
2,1,4,2,27,uso_300ms_83.wav,1,4.598240469208212,1.499875783920288,15,0.3
2,1,4,2,28,uso_300ms_119.wav,5,5.81524926686217,1.0635066032409668,15,0.3
2,1,4,2,29,uso_300ms_75.wav,3,7.134897360703812,1.249875783920288,15,0.3
2,1,4,2,30,uso_300ms_7.wav,2,4.9501466275659824,1.3748631477355957,15,0.3
2,1,4,2,31,uso_300ms_71.wav,5,5.346041055718476,1.4998328685760498,15,0.3
2,1,4,2,32,uso_300ms_39.wav,3,6.137829912023461,1.187380313873291,15,0.3
2,1,4,2,33,uso_300ms_75.wav,2,4.598240469208212,1.2498741149902344,15,0.3
2,1,4,2,34,uso_300ms_67.wav,1,2.9853372434017595,1.1159827709197998,15,0.3
2,1,4,2,35,uso_300ms_59.wav,4,4.891495601173021,1.6873314380645752,15,0.3
2,1,4,2,36,uso_300ms_75.wav,6,5.961876832844575,0.8749151229858398,15,0.3
2,1,4,2,37,uso_300ms_67.wav,5,6.900293255131965,1.055920124053955,15,0.3
2,1,4,2,38,uso_300ms_23.wav,6,7.648093841642229,1.1873810291290283,15,0.3
2,1,4,2,39,uso_300ms_119.wav,3,6.299120234604105,1.1248867511749268,15,0.3
2,1,4,2,40,uso_300ms_55.wav,1,4.187683284457479,1.3726468086242676,15,0.3
2,1,4,2,41,uso_300ms_79.wav,4,4.9501466275659824,1.0623931884765625,15,0.3
2,1,4,2,42,uso_300ms_99.wav,2,4.173020527859238,1.3123700618743896,15,0.3
2,1,4,2,43,uso_300ms_83.wav,4,5.360703812316716,0.944598913192749,15,0.3
2,1,4,2,44,uso_300ms_11.wav,5,4.334310850439883,1.4373562335968018,15,0.3
2,1,4,2,45,uso_300ms_115.wav,2,3.630498533724341,1.1873881816864014,15,0.3
2,1,4,2,46,uso_300ms_63.wav,6,5.917888563049853,1.922375202178955,15,0.3
2,1,4,2,47,uso_300ms_63.wav,1,4.744868035190616,1.4998500347137451,15,0.3
2,1,4,2,48,uso_300ms_115.wav,3,4.891495601173021,2.3760998249053955,15,0.3
2,1,4,2,49,uso_300ms_111.wav,1,2.6920821114369504,1.6248376369476318,15,0.3
2,1,4,2,50,uso_300ms_19.wav,4,4.55425219941349,1.438011884689331,15,0.3
2,1,4,2,51,uso_300ms_63.wav,5,5.49266862170088,1.2498972415924072,15,0.3
2,1,4,2,52,uso_300ms_3.wav,3,4.700879765395895,2.435602188110352,15,0.3
2,1,4,2,53,uso_300ms_115.wav,6,6.460410557184751,1.6263084411621094,15,0.3
2,1,4,2,54,uso_300ms_47.wav,2,4.906158357771261,1.9373061656951904,15,0.3
2,1,4,2,55,uso_300ms_91.wav,3,3.483870967741936,1.9256174564361568,15,0.3
2,1,4,2,56,uso_300ms_27.wav,4,5.126099706744869,1.1248879432678225,15,0.3
2,1,4,2,57,uso_300ms_107.wav,1,3.6158357771261,1.3745768070220947,15,0.3
2,1,4,2,58,uso_300ms_111.wav,5,4.627565982404692,1.1873817443847656,15,0.3
2,1,4,2,59,uso_300ms_3.wav,6,6.5043988269794735,1.24987530708313,15,0.3
2,1,4,2,60,uso_300ms_55.wav,2,4.319648093841643,1.18941330909729,15,0.3
2,1,4,2,61,uso_300ms_91.wav,5,3.483870967741936,1.1249160766601562,15,0.3
2,1,4,2,62,uso_300ms_11.wav,1,2.809384164222874,1.2498376369476318,15,0.3
2,1,4,2,63,uso_300ms_15.wav,3,3.865102639296188,1.0014581680297852,15,0.3
2,1,4,2,64,uso_300ms_111.wav,6,4.803519061583578,2.125648021697998,15,0.3
2,1,4,2,65,uso_300ms_67.wav,4,3.630498533724341,1.1873409748077393,15,0.3
2,1,4,2,66,uso_300ms_67.wav,2,3.9237536656891496,0.9367892742156982,15,0.3
2,1,4,2,67,uso_300ms_99.wav,5,5.140762463343109,1.3748624324798584,15,0.3
2,1,4,2,68,uso_300ms_115.wav,3,5.639296187683285,1.437363862991333,15,0.3
2,1,4,2,69,uso_300ms_71.wav,6,6.489736070381232,1.48960542678833,15,0.3
2,1,4,2,70,uso_300ms_71.wav,1,3.131964809384164,1.749885082244873,15,0.3
2,1,4,2,71,uso_300ms_39.wav,4,4.451612903225807,1.0640263557434082,15,0.3
2,1,4,2,72,uso_300ms_67.wav,2,4.744868035190616,2.4372570514678955,15,0.3
2,1,4,2,73,uso_300ms_27.wav,1,2.780058651026393,1.9373934268951416,15,0.3
2,1,4,2,74,uso_300ms_87.wav,6,5.976539589442815,1.499849796295166,15,0.3
2,1,4,2,75,uso_300ms_51.wav,4,5.624633431085044,7.627330780029297,15,0.3
2,1,4,2,76,uso_300ms_31.wav,5,7.090909090909092,2.374765396118164,15,0.3
2,1,4,2,77,uso_300ms_83.wav,2,5.199413489736071,2.3135557174682617,15,0.3
2,1,4,2,78,uso_300ms_7.wav,3,3.5278592375366573,5.499953746795654,15,0.3
2,1,4,2,79,uso_300ms_59.wav,2,4.495601173020528,1.749824285507202,15,0.3
2,1,4,2,80,uso_300ms_47.wav,4,6.225806451612904,2.1251637935638428,15,0.3
2,1,4,2,81,uso_300ms_95.wav,5,5.067448680351907,2.50040054321289,15,0.3
2,1,4,2,82,uso_300ms_107.wav,3,4.143695014662757,1.6910860538482666,15,0.3
2,1,4,2,83,uso_300ms_99.wav,1,3.234604105571848,1.7498257160186768,15,0.3
2,1,4,2,84,uso_300ms_67.wav,6,6.0205278592375375,1.813161373138428,15,0.3
