sub_id,cond_id,block_id,task_id,event_id,stim_id,speaker_id,response,response_time,n_reps,isi
2,2,5,2,1,uso_300ms_19.wav,4,6.225806451612904,,90,2.0
2,2,5,2,2,uso_300ms_19.wav,4,6.240469208211144,,90,2.0
2,2,5,2,3,uso_300ms_115.wav,4,6.049853372434018,,90,2.0
2,2,5,2,4,uso_300ms_119.wav,4,6.049853372434018,,90,2.0
2,2,5,2,5,uso_300ms_55.wav,4,6.049853372434018,,90,2.0
2,2,5,2,6,uso_300ms_7.wav,4,6.049853372434018,,90,2.0
2,2,5,2,7,uso_300ms_79.wav,4,6.049853372434018,,90,2.0
2,2,5,2,8,uso_300ms_111.wav,4,6.049853372434018,,90,2.0
2,2,5,2,9,uso_300ms_111.wav,4,6.049853372434018,,90,2.0
2,2,5,2,10,uso_300ms_67.wav,3,4.87683284457478,,90,2.0
2,2,5,2,11,uso_300ms_11.wav,3,4.87683284457478,,90,2.0
2,2,5,2,12,uso_300ms_83.wav,3,4.87683284457478,,90,2.0
2,2,5,2,13,uso_300ms_23.wav,3,4.87683284457478,,90,2.0
2,2,5,2,14,uso_300ms_43.wav,3,4.87683284457478,,90,2.0
2,2,5,2,15,uso_300ms_75.wav,3,4.87683284457478,,90,2.0
2,2,5,2,16,uso_300ms_111.wav,3,4.87683284457478,,90,2.0
2,2,5,2,17,uso_300ms_87.wav,2,4.143695014662757,,90,2.0
2,2,5,2,18,uso_300ms_99.wav,2,4.143695014662757,,90,2.0
2,2,5,2,19,uso_300ms_35.wav,2,4.143695014662757,,90,2.0
2,2,5,2,20,uso_300ms_55.wav,2,4.143695014662757,,90,2.0
2,2,5,2,21,uso_300ms_51.wav,2,4.143695014662757,,90,2.0
2,2,5,2,22,uso_300ms_79.wav,2,4.143695014662757,,90,2.0
2,2,5,2,23,uso_300ms_83.wav,2,4.143695014662757,,90,2.0
2,2,5,2,24,uso_300ms_3.wav,2,3.513196480938417,,90,2.0
2,2,5,2,25,uso_300ms_119.wav,1,2.5894428152492672,,90,2.0
2,2,5,2,26,uso_300ms_51.wav,1,2.5894428152492672,,90,2.0
2,2,5,2,27,uso_300ms_99.wav,1,2.5894428152492672,,90,2.0
2,2,5,2,28,uso_300ms_55.wav,1,2.5894428152492672,,90,2.0
2,2,5,2,29,uso_300ms_39.wav,1,2.5894428152492672,,90,2.0
2,2,5,2,30,uso_300ms_63.wav,1,2.5894428152492672,,90,2.0
2,2,5,2,31,uso_300ms_99.wav,1,2.648093841642229,,90,2.0
2,2,5,2,32,uso_300ms_119.wav,6,9.818181818181818,,90,2.0
2,2,5,2,33,uso_300ms_35.wav,6,9.818181818181818,,90,2.0
2,2,5,2,34,uso_300ms_103.wav,6,9.818181818181818,,90,2.0
2,2,5,2,35,uso_300ms_103.wav,6,9.80351906158358,,90,2.0
2,2,5,2,36,uso_300ms_27.wav,6,9.818181818181818,,90,2.0
2,2,5,2,37,uso_300ms_95.wav,6,9.818181818181818,,90,2.0
2,2,5,2,38,uso_300ms_67.wav,6,9.818181818181818,,90,2.0
2,2,5,2,39,uso_300ms_87.wav,6,9.818181818181818,,90,2.0
2,2,5,2,40,uso_300ms_43.wav,6,9.818181818181818,,90,2.0
2,2,5,2,41,uso_300ms_103.wav,6,9.818181818181818,,90,2.0
2,2,5,2,42,uso_300ms_107.wav,6,9.818181818181818,,90,2.0
2,2,5,2,43,uso_300ms_107.wav,6,9.818181818181818,,90,2.0
2,2,5,2,44,uso_300ms_87.wav,6,9.80351906158358,,90,2.0
2,2,5,2,45,uso_300ms_19.wav,6,9.818181818181818,,90,2.0
2,2,5,2,46,uso_300ms_11.wav,6,9.818181818181818,,90,2.0
2,2,5,2,47,uso_300ms_27.wav,6,9.818181818181818,,90,2.0
2,2,5,2,48,uso_300ms_115.wav,6,9.818181818181818,,90,2.0
2,2,5,2,49,uso_300ms_103.wav,6,8.513196480938417,,90,2.0
2,2,5,2,50,uso_300ms_111.wav,6,8.513196480938417,,90,2.0
2,2,5,2,51,uso_300ms_7.wav,5,7.164222873900293,,90,2.0
2,2,5,2,52,uso_300ms_75.wav,5,7.164222873900293,,90,2.0
2,2,5,2,53,uso_300ms_31.wav,5,7.164222873900293,,90,2.0
2,2,5,2,54,uso_300ms_39.wav,5,7.164222873900293,,90,2.0
2,2,5,2,55,uso_300ms_63.wav,5,7.164222873900293,,90,2.0
2,2,5,2,56,uso_300ms_115.wav,5,7.164222873900293,,90,2.0
2,2,5,2,57,uso_300ms_15.wav,5,7.164222873900293,,90,2.0
2,2,5,2,58,uso_300ms_115.wav,5,7.164222873900293,,90,2.0
2,2,5,2,59,uso_300ms_119.wav,5,7.164222873900293,,90,2.0
2,2,5,2,60,uso_300ms_83.wav,5,7.164222873900293,,90,2.0
2,2,5,2,61,uso_300ms_79.wav,5,7.164222873900293,,90,2.0
2,2,5,2,62,uso_300ms_67.wav,4,5.947214076246334,,90,2.0
2,2,5,2,63,uso_300ms_75.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,64,uso_300ms_83.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,65,uso_300ms_115.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,66,uso_300ms_91.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,67,uso_300ms_79.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,68,uso_300ms_35.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,69,uso_300ms_87.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,70,uso_300ms_35.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,71,uso_300ms_63.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,72,uso_300ms_31.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,73,uso_300ms_71.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,74,uso_300ms_59.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,75,uso_300ms_51.wav,3,5.2434017595307925,,90,2.0
2,2,5,2,76,uso_300ms_55.wav,2,3.7624633431085046,,90,2.0
2,2,5,2,77,uso_300ms_83.wav,2,3.7624633431085046,,90,2.0
2,2,5,2,78,uso_300ms_55.wav,2,3.7624633431085046,,90,2.0
2,2,5,2,79,uso_300ms_115.wav,2,3.777126099706745,,90,2.0
2,2,5,2,80,uso_300ms_75.wav,2,3.7624633431085046,,90,2.0
2,2,5,2,81,uso_300ms_59.wav,2,3.7624633431085046,,90,2.0
2,2,5,2,82,uso_300ms_47.wav,2,3.7624633431085046,,90,2.0
2,2,5,2,83,uso_300ms_55.wav,2,3.7624633431085046,,90,2.0
2,2,5,2,84,uso_300ms_43.wav,2,3.777126099706745,,90,2.0
2,2,5,2,85,uso_300ms_79.wav,2,3.7624633431085046,,90,2.0
2,2,5,2,86,uso_300ms_107.wav,2,3.7624633431085046,,90,2.0
2,2,5,2,87,uso_300ms_23.wav,1,2.662756598240469,,90,2.0
2,2,5,2,88,uso_300ms_47.wav,1,2.648093841642229,,90,2.0
2,2,5,2,89,uso_300ms_83.wav,1,2.662756598240469,,90,2.0
2,2,5,2,90,uso_300ms_31.wav,1,2.6627565982404695,,90,2.0
