sub_id,cond_id,block_id,task_id,event_id,stim_id,speaker_id,response,response_time,n_reps,isi,stim_duration
0,1,3,1,3,uso_300ms_95.wav,3,5.47800586510264,,10,2.0,0.025
0,1,3,1,4,uso_300ms_94.wav,7,8.718475073313783,,10,2.0,0.3
0,1,3,1,5,uso_300ms_21.wav,7,8.777126099706745,,10,2.0,0.3
0,1,3,1,6,uso_300ms_69.wav,8,10.228739002932551,,10,2.0,0.1
0,1,3,1,7,uso_300ms_83.wav,9,11.10850439882698,,10,2.0,0.1
0,1,3,1,8,uso_300ms_32.wav,10,11.870967741935484,,10,2.0,0.3
0,1,3,1,9,uso_300ms_70.wav,8,9.950146627565983,,10,2.0,0.025
0,1,3,1,10,uso_300ms_80.wav,7,8.894428152492669,,10,2.0,0.1
0,1,3,1,1,uso_300ms_16.wav,4,6.43108504398827,,10,2.0,0.1
0,1,3,1,2,uso_300ms_11.wav,4,6.196480938416423,,10,2.0,0.3
0,1,3,1,3,uso_300ms_70.wav,7,9.334310850439884,,10,2.0,0.3
0,1,3,1,4,uso_300ms_43.wav,9,10.697947214076247,,10,2.0,0.1
0,1,3,1,5,uso_300ms_54.wav,9,11.13782991202346,,10,2.0,0.1
0,1,3,1,6,uso_300ms_95.wav,8,9.51026392961877,,10,2.0,0.3
0,1,3,1,7,uso_300ms_64.wav,4,6.211143695014663,,10,2.0,0.1
0,1,3,1,8,uso_300ms_9.wav,4,6.211143695014663,,10,2.0,0.3
0,1,3,1,9,uso_300ms_60.wav,7,8.645161290322582,,10,2.0,0.3
0,1,3,1,10,uso_300ms_39.wav,8,10.038123167155426,,10,2.0,0.3
0,1,3,1,1,uso_300ms_26.wav,5,7.193548387096774,,10,2.0,0.1
0,1,3,1,2,uso_300ms_81.wav,4,6.387096774193548,,10,2.0,0.025
0,1,3,1,3,uso_300ms_29.wav,6,7.838709677419356,,10,2.0,0.1
0,1,3,1,4,uso_300ms_22.wav,0,2.428152492668622,,10,2.0,0.1
0,1,3,1,5,uso_300ms_60.wav,2,4.158357771260998,,10,2.0,0.3
0,1,3,1,6,uso_300ms_23.wav,3,4.656891495601173,,10,2.0,0.025
0,1,3,1,7,uso_300ms_38.wav,4,5.5659824046920825,,10,2.0,0.1
0,1,3,1,8,uso_300ms_65.wav,5,6.739002932551321,,10,2.0,0.1
0,1,3,1,9,uso_300ms_56.wav,7,8.762463343108505,,10,2.0,0.1
0,1,3,1,10,uso_300ms_20.wav,9,10.536656891495602,,10,2.0,0.025
0,1,3,1,1,uso_300ms_10.wav,2,4.011730205278592,,10,2.0,0.025
0,1,3,1,2,uso_300ms_51.wav,2,3.997067448680352,,10,2.0,0.1
0,1,3,1,3,uso_300ms_12.wav,3,4.935483870967742,,10,2.0,0.3
0,1,3,1,4,uso_300ms_86.wav,3,4.964809384164223,,10,2.0,0.025
0,1,3,1,5,uso_300ms_10.wav,4,5.991202346041057,,10,2.0,0.025
0,1,3,1,6,uso_300ms_74.wav,4,6.005865102639296,,10,2.0,0.025
0,1,3,1,7,uso_300ms_67.wav,5,6.70967741935484,,10,2.0,0.1
0,1,3,1,8,uso_300ms_12.wav,5,6.695014662756599,,10,2.0,0.1
0,1,3,1,9,uso_300ms_47.wav,4,6.152492668621701,,10,2.0,0.1
0,1,3,1,10,uso_300ms_55.wav,7,8.90909090909091,,10,2.0,0.025
0,1,3,1,1,uso_300ms_72.wav,1,3.351906158357772,,10,2.0,0.1
0,1,3,1,2,uso_300ms_76.wav,3,5.463343108504399,,10,2.0,0.3
0,1,3,1,3,uso_300ms_22.wav,7,8.571847507331379,,10,2.0,0.025
0,1,3,1,4,uso_300ms_100.wav,5,7.061583577712611,,10,2.0,0.025
0,1,3,1,5,uso_300ms_24.wav,0,2.4134897360703818,,10,2.0,0.025
0,1,3,1,6,uso_300ms_2.wav,1,3.263929618768329,,10,2.0,0.1
0,1,3,1,7,uso_300ms_26.wav,9,10.565982404692082,,10,2.0,0.1
0,1,3,1,8,uso_300ms_96.wav,9,10.741935483870968,,10,2.0,0.1
0,1,3,1,9,uso_300ms_50.wav,5,7.208211143695015,,10,2.0,0.3
0,1,3,1,10,uso_300ms_66.wav,2,4.466275659824047,,10,2.0,0.025
0,1,3,1,1,uso_300ms_78.wav,0,2.3695014662756604,,10,2.0,0.025
0,1,3,1,2,uso_300ms_72.wav,0,1.9296187683284456,,10,2.0,0.025
0,1,3,1,3,uso_300ms_60.wav,1,3.234604105571848,,10,2.0,0.3
0,1,3,1,4,uso_300ms_65.wav,3,4.612903225806452,,10,2.0,0.3
0,1,3,1,5,uso_300ms_27.wav,4,5.785923753665689,,10,2.0,0.025
0,1,3,1,6,uso_300ms_38.wav,4,5.595307917888563,,10,2.0,0.3
0,1,3,1,7,uso_300ms_43.wav,5,6.782991202346041,,10,2.0,0.3
0,1,3,1,8,uso_300ms_77.wav,6,8.322580645161292,,10,2.0,0.1
0,1,3,1,9,uso_300ms_65.wav,7,9.20234604105572,,10,2.0,0.025
0,1,3,1,10,uso_300ms_20.wav,9,10.697947214076247,,10,2.0,0.3
0,1,3,1,1,uso_300ms_28.wav,4,5.961876832844575,,10,2.0,0.3
0,1,3,1,2,uso_300ms_85.wav,0,2.266862170087977,,10,2.0,0.3
0,1,3,1,3,uso_300ms_76.wav,0,2.2375366568914963,,10,2.0,0.1
0,1,3,1,4,uso_300ms_35.wav,4,6.387096774193548,,10,2.0,0.025
0,1,3,1,5,uso_300ms_75.wav,5,7.208211143695015,,10,2.0,0.025
0,1,3,1,6,uso_300ms_80.wav,5,7.178885630498535,,10,2.0,0.3
0,1,3,1,7,uso_300ms_100.wav,5,7.222873900293255,,10,2.0,0.025
0,1,3,1,8,uso_300ms_26.wav,3,5.038123167155426,,10,2.0,0.025
0,1,3,1,9,uso_300ms_98.wav,2,4.173020527859238,,10,2.0,0.3
0,1,3,1,10,uso_300ms_77.wav,4,5.712609970674487,,10,2.0,0.025
0,1,3,1,1,uso_300ms_20.wav,4,6.357771260997067,,10,2.0,0.3
0,1,3,1,2,uso_300ms_59.wav,6,7.912023460410557,,10,2.0,0.025
0,1,3,1,3,uso_300ms_55.wav,3,4.700879765395895,,10,2.0,0.1
0,1,3,1,4,uso_300ms_37.wav,0,2.4428152492668627,,10,2.0,0.3
0,1,3,1,5,uso_300ms_73.wav,0,2.457478005865103,,10,2.0,0.3
0,1,3,1,6,uso_300ms_77.wav,0,2.428152492668622,,10,2.0,0.025
0,1,3,1,7,uso_300ms_32.wav,3,5.47800586510264,,10,2.0,0.025
0,1,3,1,8,uso_300ms_35.wav,6,8.483870967741936,,10,2.0,0.3
0,1,3,1,9,uso_300ms_13.wav,6,7.692082111436951,,10,2.0,0.3
0,1,3,1,10,uso_300ms_6.wav,4,6.167155425219942,,10,2.0,0.3
0,1,3,1,1,uso_300ms_63.wav,3,4.671554252199414,,10,2.0,0.3
0,1,3,1,2,uso_300ms_7.wav,7,8.674486803519063,,10,2.0,0.3
0,1,3,1,3,uso_300ms_90.wav,9,11.020527859237538,,10,2.0,0.3
0,1,3,1,4,uso_300ms_89.wav,10,12.516129032258066,,10,2.0,0.1
0,1,3,1,5,uso_300ms_90.wav,10,12.516129032258066,,10,2.0,0.3
0,1,3,1,6,uso_300ms_98.wav,4,5.771260997067449,,10,2.0,0.1
0,1,3,1,7,uso_300ms_17.wav,0,2.1788856304985336,,10,2.0,0.3
0,1,3,1,8,uso_300ms_98.wav,1,2.8826979472140764,,10,2.0,0.3
0,1,3,1,9,uso_300ms_15.wav,2,3.982404692082112,,10,2.0,0.3
0,1,3,1,10,uso_300ms_77.wav,3,5.287390029325514,,10,2.0,0.1
0,1,3,1,1,uso_300ms_42.wav,4,5.580645161290323,,10,2.0,0.3
0,1,3,1,2,uso_300ms_90.wav,4,5.668621700879766,,10,2.0,0.075
0,1,3,1,3,uso_300ms_82.wav,4,5.697947214076247,,10,2.0,0.15
0,1,3,1,4,uso_300ms_10.wav,4,5.741935483870968,,10,2.0,0.15
0,1,3,1,5,uso_300ms_59.wav,4,6.005865102639296,,10,2.0,0.15
0,1,3,1,6,uso_300ms_25.wav,4,5.668621700879766,,10,2.0,0.075
0,1,3,1,7,uso_300ms_3.wav,4,5.697947214076247,,10,2.0,0.3
0,1,3,1,8,uso_300ms_79.wav,4,6.10850439882698,,10,2.0,0.3
0,1,3,1,9,uso_300ms_44.wav,5,6.5043988269794735,,10,2.0,0.15
0,1,3,1,10,uso_300ms_11.wav,5,6.563049853372435,,10,2.0,0.15
0,1,3,1,1,uso_300ms_48.wav,2,4.085043988269795,,10,2.0,0.075
0,1,3,1,2,uso_300ms_10.wav,4,5.668621700879766,,10,2.0,0.075
0,1,3,1,3,uso_300ms_52.wav,4,6.475073313782993,,10,2.0,0.3
0,1,3,1,4,uso_300ms_43.wav,6,8.454545454545455,,10,2.0,0.15
0,1,3,1,5,uso_300ms_88.wav,7,9.129032258064516,,10,2.0,0.3
0,1,3,1,6,uso_300ms_14.wav,6,8.29325513196481,,10,2.0,0.15
0,1,3,1,7,uso_300ms_17.wav,7,8.87976539589443,,10,2.0,0.3
0,1,3,1,8,uso_300ms_69.wav,7,9.290322580645162,,10,2.0,0.075
0,1,3,1,9,uso_300ms_64.wav,7,9.407624633431086,,10,2.0,0.075
0,1,3,1,10,uso_300ms_80.wav,8,9.90615835777126,,10,2.0,0.075
0,1,3,1,1,uso_300ms_92.wav,3,4.55425219941349,,10,2.0,0.075
0,1,3,1,2,uso_300ms_32.wav,4,5.521994134897361,,10,2.0,0.3
0,1,3,1,3,uso_300ms_42.wav,6,7.604105571847509,,10,2.0,0.075
0,1,3,1,4,uso_300ms_46.wav,7,8.850439882697948,,10,2.0,0.3
0,1,3,1,5,uso_300ms_68.wav,7,8.835777126099707,,10,2.0,0.075
0,1,3,1,6,uso_300ms_9.wav,8,9.627565982404692,,10,2.0,0.075
0,1,3,1,7,uso_300ms_72.wav,9,10.888563049853373,,10,2.0,0.15
0,1,3,1,8,uso_300ms_19.wav,10,12.134897360703814,,10,2.0,0.075
0,1,3,1,9,uso_300ms_98.wav,9,11.313782991202348,,10,2.0,0.15
0,1,3,1,10,uso_300ms_77.wav,10,12.149560117302054,,10,2.0,0.075
0,1,3,1,1,uso_300ms_96.wav,3,4.744868035190616,,10,2.0,0.3
0,1,3,1,2,uso_300ms_29.wav,6,7.706744868035191,,10,2.0,0.075
0,1,3,1,3,uso_300ms_8.wav,9,10.903225806451614,,10,2.0,0.075
0,1,3,1,4,uso_300ms_38.wav,7,9.407624633431086,,10,2.0,0.075
0,1,3,1,5,uso_300ms_39.wav,4,6.167155425219942,,10,2.0,0.075
0,1,3,1,6,uso_300ms_85.wav,5,6.900293255131965,,10,2.0,0.075
0,1,3,1,7,uso_300ms_20.wav,4,5.580645161290323,,10,2.0,0.15
0,1,3,1,8,uso_300ms_95.wav,3,5.448680351906159,,10,2.0,0.15
0,1,3,1,9,uso_300ms_50.wav,6,7.868035190615837,,10,2.0,0.075
0,1,3,1,10,uso_300ms_23.wav,8,9.920821114369502,,10,2.0,0.3
0,1,3,1,1,uso_300ms_69.wav,0,2.046920821114369,,10,2.0,0.025
0,1,3,1,2,uso_300ms_3.wav,0,2.0175953079178885,,10,2.0,0.1
0,1,3,1,3,uso_300ms_2.wav,0,2.046920821114369,,10,2.0,0.025
0,1,3,1,4,uso_300ms_66.wav,0,2.032258064516129,,10,2.0,0.1
0,1,3,1,5,uso_300ms_16.wav,0,2.090909090909091,,10,2.0,0.05
0,1,3,1,6,uso_300ms_84.wav,0,2.134897360703812,,10,2.0,0.05
0,1,3,1,7,uso_300ms_93.wav,0,2.090909090909091,,10,2.0,0.1
0,1,3,1,8,uso_300ms_98.wav,0,2.06158357771261,,10,2.0,0.025
0,1,3,1,9,uso_300ms_32.wav,0,2.134897360703812,,10,2.0,0.025
0,1,3,1,10,uso_300ms_46.wav,0,2.0175953079178885,,10,2.0,0.1
0,1,3,1,1,uso_300ms_48.wav,0,2.032258064516129,,10,2.0,0.025
0,1,3,1,2,uso_300ms_93.wav,10,12.208211143695015,,10,2.0,0.025
0,1,3,1,3,uso_300ms_80.wav,8,10.419354838709678,,10,2.0,0.025
0,1,3,1,4,uso_300ms_58.wav,6,8.058651026392962,,10,2.0,0.025
0,1,3,1,5,uso_300ms_33.wav,5,7.193548387096774,,10,2.0,0.025
0,1,3,1,6,uso_300ms_65.wav,4,6.093841642228739,,10,2.0,0.025
0,1,3,1,7,uso_300ms_42.wav,7,9.070381231671554,,10,2.0,0.025
0,1,3,1,8,uso_300ms_84.wav,6,7.589442815249267,,10,2.0,0.025
0,1,3,1,9,uso_300ms_89.wav,1,2.9853372434017595,,10,2.0,0.025
0,1,3,1,10,uso_300ms_88.wav,2,4.422287390029326,,10,2.0,0.025
0,1,3,1,1,uso_300ms_4.wav,0,2.296187683284458,,10,2.0,0.01
0,1,3,1,2,uso_300ms_75.wav,1,3.2492668621700886,,10,2.0,0.01
0,1,3,1,3,uso_300ms_11.wav,2,4.129032258064517,,10,2.0,0.01
0,1,3,1,4,uso_300ms_5.wav,4,5.859237536656892,,10,2.0,0.01
0,1,3,1,5,uso_300ms_61.wav,5,7.428152492668623,,10,2.0,0.01
0,1,3,1,6,uso_300ms_83.wav,7,9.466275659824047,,10,2.0,0.01
0,1,3,1,7,uso_300ms_17.wav,10,12.03225806451613,,10,2.0,0.01
0,1,3,1,8,uso_300ms_34.wav,10,12.03225806451613,,10,2.0,0.01
0,1,3,1,9,uso_300ms_72.wav,9,10.932551319648097,,10,2.0,0.01
0,1,3,1,10,uso_300ms_56.wav,8,9.90615835777126,,10,2.0,0.01
0,1,3,1,1,uso_300ms_87.wav,4,5.947214076246334,,10,2.0,0.005
0,1,3,1,2,uso_300ms_79.wav,8,9.52492668621701,,10,2.0,0.005
0,1,3,1,3,uso_300ms_83.wav,10,12.63343108504399,,10,2.0,0.005
0,1,3,1,4,uso_300ms_3.wav,9,11.284457478005866,,10,2.0,0.005
0,1,3,1,5,uso_300ms_53.wav,5,7.3695014662756595,,10,2.0,0.005
0,1,3,1,6,uso_300ms_67.wav,3,5.0527859237536665,,10,2.0,0.005
0,1,3,1,7,uso_300ms_89.wav,2,3.747800586510264,,10,2.0,0.005
0,1,3,1,8,uso_300ms_23.wav,0,2.046920821114369,,10,2.0,0.005
0,1,3,1,9,uso_300ms_61.wav,2,3.513196480938417,,10,2.0,0.005
0,1,3,1,10,uso_300ms_18.wav,3,4.612903225806452,,10,2.0,0.005
0,1,3,1,1,uso_300ms_45.wav,2,3.703812316715543,,10,2.0,0.01
0,1,3,1,2,uso_300ms_7.wav,5,7.002932551319649,,10,2.0,0.01
0,1,3,1,3,uso_300ms_67.wav,8,10.258064516129034,,10,2.0,0.01
0,1,3,1,4,uso_300ms_72.wav,10,11.973607038123168,,10,2.0,0.01
0,1,3,1,5,uso_300ms_75.wav,0,2.266862170087977,,10,2.0,0.01
0,1,3,1,6,uso_300ms_11.wav,1,3.0,,10,2.0,0.01
0,1,3,1,7,uso_300ms_74.wav,2,4.378299120234605,,10,2.0,0.01
0,1,3,1,8,uso_300ms_82.wav,4,5.580645161290323,,10,2.0,0.01
0,1,3,1,9,uso_300ms_43.wav,3,5.082111436950147,,10,2.0,0.01
0,1,3,1,10,uso_300ms_84.wav,4,5.873900293255132,,10,2.0,0.01
0,1,3,1,1,uso_300ms_80.wav,2,4.085043988269795,,10,2.0,0.02
0,1,3,1,2,uso_300ms_22.wav,5,7.002932551319649,,10,2.0,0.02
0,1,3,1,3,uso_300ms_98.wav,7,9.422287390029329,,10,2.0,0.02
0,1,3,1,4,uso_300ms_67.wav,9,11.475073313782993,,10,2.0,0.02
0,1,3,1,5,uso_300ms_43.wav,5,6.973607038123168,,10,2.0,0.02
0,1,3,1,6,uso_300ms_89.wav,0,1.6510263929618771,,10,2.0,0.02
0,1,3,1,7,uso_300ms_29.wav,1,3.351906158357772,,10,2.0,0.02
0,1,3,1,8,uso_300ms_51.wav,2,4.2463343108504406,,10,2.0,0.02
0,1,3,1,9,uso_300ms_27.wav,4,5.639296187683285,,10,2.0,0.02
0,1,3,1,10,uso_300ms_58.wav,5,6.944281524926687,,10,2.0,0.02
0,1,3,1,1,uso_300ms_38.wav,3,4.818181818181818,,10,2.0,0.05
0,1,3,1,2,uso_300ms_49.wav,6,7.574780058651028,,10,2.0,0.05
0,1,3,1,3,uso_300ms_72.wav,9,10.75659824046921,,10,2.0,0.05
0,1,3,1,4,uso_300ms_72.wav,10,12.28152492668622,,10,2.0,0.05
0,1,3,1,5,uso_300ms_29.wav,5,6.651026392961878,,10,2.0,0.05
0,1,3,1,6,uso_300ms_55.wav,3,5.140762463343109,,10,2.0,0.05
0,1,3,1,7,uso_300ms_50.wav,0,2.2815249266862176,,10,2.0,0.05
0,1,3,1,8,uso_300ms_55.wav,2,4.319648093841643,,10,2.0,0.05
0,1,3,1,9,uso_300ms_34.wav,4,6.152492668621701,,10,2.0,0.05
0,1,3,1,10,uso_300ms_43.wav,6,8.395894428152493,,10,2.0,0.05
0,1,3,1,1,uso_300ms_58.wav,0,2.0175953079178885,,10,2.0,0.05
0,1,3,1,2,uso_300ms_70.wav,4,6.343108504398828,,10,2.0,0.05
0,1,3,1,3,uso_300ms_42.wav,7,9.158357771260995,,10,2.0,0.005
0,1,3,1,4,uso_300ms_68.wav,10,11.768328445747802,,10,2.0,0.01
0,1,3,1,5,uso_300ms_19.wav,9,10.536656891495602,,10,2.0,0.005
0,1,3,1,6,uso_300ms_99.wav,6,7.736070381231672,,10,2.0,0.005
0,1,3,1,7,uso_300ms_66.wav,4,6.035190615835777,,10,2.0,0.005
0,1,3,1,8,uso_300ms_75.wav,2,4.099706744868035,,10,2.0,0.01
0,1,3,1,9,uso_300ms_83.wav,0,2.2815249266862176,,10,2.0,0.005
0,1,3,1,10,uso_300ms_100.wav,4,5.932551319648094,,10,2.0,0.05
0,1,3,1,1,uso_300ms_8.wav,0,2.105571847507332,,10,2.0,0.01
0,1,3,1,2,uso_300ms_99.wav,4,5.976539589442815,,10,2.0,0.01
0,1,3,1,3,uso_300ms_5.wav,7,8.542521994134898,,10,2.0,0.05
0,1,3,1,4,uso_300ms_100.wav,8,10.47800586510264,,10,2.0,0.01
0,1,3,1,5,uso_300ms_55.wav,10,11.944281524926687,,10,2.0,0.05
0,1,3,1,6,uso_300ms_3.wav,8,9.90615835777126,,10,2.0,0.05
0,1,3,1,7,uso_300ms_68.wav,5,7.3695014662756595,,10,2.0,0.01
0,1,3,1,8,uso_300ms_19.wav,4,5.624633431085044,,10,2.0,0.05
0,1,3,1,9,uso_300ms_69.wav,2,3.5571847507331382,,10,2.0,0.05
0,1,3,1,10,uso_300ms_74.wav,4,5.609970674486804,,10,2.0,0.01
0,1,3,1,1,uso_300ms_9.wav,4,6.093841642228739,,10,2.0,0.1
0,1,3,1,2,uso_300ms_70.wav,7,9.041055718475072,,10,2.0,0.1
0,1,3,1,3,uso_300ms_89.wav,9,11.343108504398828,,10,2.0,0.2
0,1,3,1,4,uso_300ms_86.wav,4,5.697947214076247,,10,2.0,0.2
0,1,3,1,5,uso_300ms_3.wav,1,3.4398826979472146,,10,2.0,0.1
0,1,3,1,6,uso_300ms_53.wav,0,2.105571847507332,,10,2.0,0.05
0,1,3,1,7,uso_300ms_68.wav,4,5.5659824046920825,,10,2.0,0.1
0,1,3,1,8,uso_300ms_28.wav,7,8.571847507331379,,10,2.0,0.2
0,1,3,1,9,uso_300ms_26.wav,9,11.020527859237538,,10,2.0,0.2
0,1,3,1,10,uso_300ms_79.wav,5,6.958944281524927,,10,2.0,0.05
0,1,3,1,1,uso_300ms_18.wav,2,3.865102639296188,,10,2.0,0.3
0,1,3,1,2,uso_300ms_62.wav,4,6.3724340175953085,,10,2.0,0.3
0,1,3,1,3,uso_300ms_77.wav,7,9.143695014662756,,10,2.0,0.15
0,1,3,1,4,uso_300ms_8.wav,9,11.269794721407626,,10,2.0,0.3
0,1,3,1,5,uso_300ms_22.wav,7,9.363636363636363,,10,2.0,0.05
0,1,3,1,6,uso_300ms_2.wav,5,7.090909090909092,,10,2.0,0.05
0,1,3,1,7,uso_300ms_3.wav,2,4.187683284457479,,10,2.0,0.15
0,1,3,1,8,uso_300ms_25.wav,0,2.193548387096774,,10,2.0,0.3
0,1,3,1,9,uso_300ms_19.wav,2,4.334310850439883,,10,2.0,0.15
0,1,3,1,10,uso_300ms_22.wav,7,8.850439882697948,,10,2.0,0.3
0,1,3,1,1,uso_300ms_51.wav,10,11.78299120234604,,10,2.0,0.05
0,1,3,1,2,uso_300ms_21.wav,10,12.35483870967742,,10,2.0,0.3
0,1,3,1,3,uso_300ms_82.wav,10,11.856304985337244,,10,2.0,0.15
0,1,3,1,4,uso_300ms_37.wav,10,12.34017595307918,,10,2.0,0.05
0,1,3,1,5,uso_300ms_19.wav,10,12.34017595307918,,10,2.0,0.3
0,1,3,1,6,uso_300ms_49.wav,10,11.6950146627566,,10,2.0,0.15
0,1,3,1,7,uso_300ms_24.wav,10,11.929618768328446,,10,2.0,0.3
0,1,3,1,8,uso_300ms_87.wav,10,12.178885630498534,,10,2.0,0.3
0,1,3,1,9,uso_300ms_55.wav,10,11.885630498533724,,10,2.0,0.15
0,1,3,1,10,uso_300ms_4.wav,10,11.519061583577711,,10,2.0,0.3
0,1,3,1,1,uso_300ms_30.wav,5,6.724340175953079,,10,2.0,0.3
0,1,3,1,2,uso_300ms_18.wav,8,9.583577712609973,,10,2.0,0.3
0,1,3,1,3,uso_300ms_69.wav,10,12.164222873900297,,10,2.0,0.15
0,1,3,1,4,uso_300ms_51.wav,10,12.164222873900297,,10,2.0,0.03
0,1,3,1,5,uso_300ms_39.wav,10,12.164222873900297,,10,2.0,0.15
0,1,3,1,6,uso_300ms_70.wav,10,12.164222873900297,,10,2.0,0.03
0,1,3,1,7,uso_300ms_56.wav,9,10.888563049853373,,10,2.0,0.3
0,1,3,1,8,uso_300ms_72.wav,9,10.873900293255131,,10,2.0,0.03
0,1,3,1,9,uso_300ms_52.wav,9,10.873900293255131,,10,2.0,0.03
0,1,3,1,10,uso_300ms_5.wav,9,10.873900293255131,,10,2.0,0.15
0,1,3,1,1,uso_300ms_61.wav,2,3.806451612903226,,10,2.0,
0,1,3,1,2,uso_300ms_14.wav,3,5.126099706744869,,10,2.0,
0,1,3,1,3,uso_300ms_5.wav,5,7.193548387096774,,10,2.0,
0,1,3,1,4,uso_300ms_65.wav,7,8.982404692082111,,10,2.0,
0,1,3,1,5,uso_300ms_75.wav,8,10.419354838709678,,10,2.0,
0,1,3,1,6,uso_300ms_93.wav,10,12.002932551319647,,10,2.0,
0,1,3,1,7,uso_300ms_26.wav,6,7.692082111436951,,10,2.0,
0,1,3,1,8,uso_300ms_24.wav,4,6.0205278592375375,,10,2.0,
0,1,3,1,9,uso_300ms_66.wav,3,4.803519061583578,,10,2.0,
0,1,3,1,10,uso_300ms_90.wav,2,3.967741935483871,,10,2.0,
