sub_id,cond_id,block_id,task_id,event_id,stim_id,speaker_id,response,response_time,n_reps,isi
2,2,6,1,1,uso_300ms_35.wav,3,3.4985337243401764,5.812157869338989,8,0.3
2,2,6,1,2,uso_300ms_115.wav,1,3.5425219941348978,1.4998948574066162,8,0.3
2,2,6,1,3,uso_300ms_27.wav,2,4.334310850439883,3.062286138534546,8,0.3
2,2,6,1,4,uso_300ms_75.wav,5,4.1143695014662764,7.936943769454956,8,0.3
2,2,6,1,5,uso_300ms_51.wav,10,7.281524926686217,5.499614477157593,8,0.3
2,2,6,1,6,uso_300ms_51.wav,8,7.266862170087977,0.9374418258666992,8,0.3
2,2,6,1,7,uso_300ms_87.wav,6,7.266862170087977,1.9998595714569087,8,0.3
2,2,6,1,8,uso_300ms_31.wav,0,3.6158357771261,3.1873042583465576,8,0.3
2,2,6,1,9,uso_300ms_115.wav,9,6.049853372434018,2.3748602867126465,8,0.3
2,2,6,1,10,uso_300ms_47.wav,7,8.63049853372434,2.937294244766236,8,0.3
2,2,6,1,11,uso_300ms_95.wav,4,6.856304985337244,3.812233209609986,8,0.3
2,2,6,1,12,uso_300ms_15.wav,5,5.859237536656892,3.124810218811035,8,0.3
2,2,6,1,13,uso_300ms_15.wav,0,3.703812316715543,3.1872763633728027,8,0.3
2,2,6,1,14,uso_300ms_83.wav,9,9.187683284457478,3.499755620956421,8,0.3
2,2,6,1,15,uso_300ms_115.wav,4,5.507331378299121,6.437059640884399,8,0.3
2,2,6,1,16,uso_300ms_75.wav,2,5.023460410557185,3.124781847000122,8,0.3
2,2,6,1,17,uso_300ms_115.wav,6,5.771260997067449,1.874849319458008,8,0.3
2,2,6,1,18,uso_300ms_91.wav,1,3.674486803519062,3.312241077423096,8,0.3
2,2,6,1,19,uso_300ms_83.wav,10,9.80351906158358,2.374833822250366,8,0.3
2,2,6,1,20,uso_300ms_83.wav,7,9.774193548387098,1.1249208450317385,8,0.3
2,2,6,1,21,uso_300ms_51.wav,3,6.841642228739003,7.311988353729248,8,0.3
2,2,6,1,22,uso_300ms_91.wav,8,7.853372434017595,7.062050342559815,8,0.3
2,2,6,1,23,uso_300ms_43.wav,9,7.824046920821114,1.5623910427093506,8,0.3
2,2,6,1,24,uso_300ms_7.wav,0,4.7595307917888565,5.999606609344482,8,0.3
2,2,6,1,25,uso_300ms_31.wav,2,3.733137829912024,2.6247880458831787,8,0.3
2,2,6,1,26,uso_300ms_83.wav,3,6.211143695014663,4.499685287475586,8,0.3
2,2,6,1,27,uso_300ms_23.wav,5,5.375366568914957,3.624746799468994,8,0.3
2,2,6,1,28,uso_300ms_55.wav,10,9.52492668621701,3.3123133182525635,8,0.3
2,2,6,1,29,uso_300ms_67.wav,4,6.665689149560118,4.562211513519287,8,0.3
2,2,6,1,30,uso_300ms_7.wav,8,8.454545454545455,5.030853271484375,8,0.3
2,2,6,1,31,uso_300ms_23.wav,7,7.66275659824047,3.0622828006744385,8,0.3
2,2,6,1,32,uso_300ms_107.wav,1,4.847507331378299,3.1247804164886475,8,0.3
2,2,6,1,33,uso_300ms_3.wav,6,8.733137829912025,2.6248159408569336,8,0.3
2,2,6,1,34,uso_300ms_67.wav,1,5.507331378299121,3.499753952026367,8,0.3
2,2,6,1,35,uso_300ms_35.wav,10,10.214076246334312,3.124782085418701,8,0.3
2,2,6,1,36,uso_300ms_27.wav,5,6.870967741935484,3.249772548675537,8,0.3
2,2,6,1,37,uso_300ms_107.wav,7,7.868035190615837,2.5622594356536865,8,0.3
2,2,6,1,38,uso_300ms_3.wav,2,6.005865102639296,2.62481689453125,8,0.3
2,2,6,1,39,uso_300ms_71.wav,6,6.988269794721408,2.687310218811035,8,0.3
2,2,6,1,40,uso_300ms_87.wav,4,6.768328445747802,1.9999008178710933,8,0.3
2,2,6,1,41,uso_300ms_111.wav,3,5.111436950146628,4.6871726512908936,8,0.3
2,2,6,1,42,uso_300ms_47.wav,0,3.6158357771261,1.4998953342437744,8,0.3
2,2,6,1,43,uso_300ms_119.wav,8,9.568914956011731,2.374833106994629,8,0.3
2,2,6,1,44,uso_300ms_83.wav,9,10.287390029325516,1.999859094619751,8,0.3
2,2,6,1,45,uso_300ms_47.wav,1,5.5659824046920825,4.687171936035156,8,0.3
2,2,6,1,46,uso_300ms_95.wav,3,4.451612903225807,3.312278509140014,8,0.3
2,2,6,1,47,uso_300ms_55.wav,4,4.803519061583578,2.99979019165039,8,0.3
2,2,6,1,48,uso_300ms_83.wav,8,7.956011730205279,6.124571800231934,8,0.3
2,2,6,1,49,uso_300ms_67.wav,9,8.175953079178885,4.0622169971466064,8,0.3
