cond_id,sub_id,block_id,task_id,event_id,stim_id,speaker_id,response,response_time,n_reps,isi
1,1,4,2,1,uso_300ms_75.wav,6,6.211143695014663,21.88191819190979,15,0.3
1,1,4,2,2,uso_300ms_67.wav,1,3.703812316715543,2.624708890914917,15,0.3
1,1,4,2,3,uso_300ms_75.wav,2,2.604105571847508,2.5616648197174072,15,0.3
1,1,4,2,4,uso_300ms_119.wav,3,4.627565982404692,1.9372518062591555,15,0.3
1,1,4,2,5,uso_300ms_83.wav,5,5.976539589442815,2.0006864070892334,15,0.3
1,1,4,2,6,uso_300ms_99.wav,4,4.53958944281525,2.437124490737915,15,0.3
1,1,4,2,7,uso_300ms_11.wav,1,3.586510263929619,1.9925618171691888,15,0.3
1,1,4,2,8,uso_300ms_99.wav,3,5.859237536656892,3.5466697216033936,15,0.3
1,1,4,2,9,uso_300ms_75.wav,5,8.58651026392962,3.6226131916046143,15,0.3
1,1,4,2,10,uso_300ms_99.wav,6,6.75366568914956,2.417266607284546,15,0.3
1,1,4,2,11,uso_300ms_19.wav,4,4.87683284457478,2.312772035598755,15,0.3
1,1,4,2,12,uso_300ms_63.wav,2,3.630498533724341,2.0622377395629883,15,0.3
1,1,4,2,13,uso_300ms_59.wav,3,4.730205278592376,1.6845695972442627,15,0.3
1,1,4,2,14,uso_300ms_7.wav,2,5.785923753665689,1.816946029663086,15,0.3
1,1,4,2,15,uso_300ms_43.wav,6,6.724340175953079,1.812296390533448,15,0.3
1,1,4,2,16,uso_300ms_111.wav,1,2.780058651026393,2.5602238178253174,15,0.3
1,1,4,2,17,uso_300ms_11.wav,4,3.60117302052786,1.31231689453125,15,0.3
1,1,4,2,18,uso_300ms_107.wav,5,4.788856304985337,2.249266624450684,15,0.3
1,1,4,2,19,uso_300ms_91.wav,1,2.9120234604105573,1.999744176864624,15,0.3
1,1,4,2,20,uso_300ms_47.wav,3,5.111436950146628,2.488826274871826,15,0.3
1,1,4,2,21,uso_300ms_35.wav,4,6.533724340175954,2.3736374378204346,15,0.3
1,1,4,2,22,uso_300ms_67.wav,2,3.865102639296188,2.687182664871216,15,0.3
1,1,4,2,23,uso_300ms_19.wav,6,6.768328445747802,2.9374685287475586,15,0.3
1,1,4,2,24,uso_300ms_95.wav,5,5.2434017595307925,2.434980154037476,15,0.3
1,1,4,2,25,uso_300ms_67.wav,2,3.4985337243401764,1.6821835041046145,15,0.3
1,1,4,2,26,uso_300ms_79.wav,4,4.583577712609971,2.1247801780700684,15,0.3
1,1,4,2,27,uso_300ms_111.wav,1,2.838709677419355,2.1780483722686768,15,0.3
1,1,4,2,28,uso_300ms_27.wav,3,3.982404692082112,3.859536647796631,15,0.3
1,1,4,2,29,uso_300ms_59.wav,6,6.856304985337244,2.187221050262451,15,0.3
1,1,4,2,30,uso_300ms_35.wav,5,4.891495601173021,1.7889573574066162,15,0.3
1,1,4,2,31,uso_300ms_115.wav,2,4.041055718475073,1.812268733978272,15,0.3
1,1,4,2,32,uso_300ms_27.wav,3,4.348973607038124,1.376475811004639,15,0.3
1,1,4,2,33,uso_300ms_35.wav,1,2.5747800586510268,1.7497107982635498,15,0.3
1,1,4,2,34,uso_300ms_75.wav,4,4.964809384164223,1.686208724975586,15,0.3
1,1,4,2,35,uso_300ms_15.wav,6,6.284457478005866,1.376063108444214,15,0.3
1,1,4,2,36,uso_300ms_23.wav,5,5.360703812316716,1.1873478889465332,15,0.3
1,1,4,2,37,uso_300ms_15.wav,6,5.507331378299121,1.441103219985962,15,0.3
1,1,4,2,38,uso_300ms_3.wav,2,4.099706744868035,1.3123321533203125,15,0.3
1,1,4,2,39,uso_300ms_51.wav,1,3.146627565982405,1.4373233318328855,15,0.3
1,1,4,2,40,uso_300ms_15.wav,4,6.357771260997067,2.235884428024292,15,0.3
1,1,4,2,41,uso_300ms_115.wav,3,7.736070381231672,1.687283992767334,15,0.3
1,1,4,2,42,uso_300ms_27.wav,5,9.158357771260995,1.874783515930176,15,0.3
1,1,4,2,43,uso_300ms_3.wav,4,5.536656891495602,1.624765396118164,15,0.3
1,1,4,2,44,uso_300ms_19.wav,5,4.510263929618769,1.8197002410888672,15,0.3
1,1,4,2,45,uso_300ms_55.wav,3,3.674486803519062,1.4998090267181396,15,0.3
1,1,4,2,46,uso_300ms_71.wav,6,5.023460410557185,1.2498421669006348,15,0.3
1,1,4,2,47,uso_300ms_99.wav,1,2.970674486803519,1.812332391738892,15,0.3
1,1,4,2,48,uso_300ms_67.wav,2,2.5307917888563054,2.874054431915283,15,0.3
1,1,4,2,49,uso_300ms_3.wav,4,5.140762463343109,2.12813687324524,15,0.3
1,1,4,2,50,uso_300ms_27.wav,3,4.730205278592376,1.937144756317139,15,0.3
1,1,4,2,51,uso_300ms_15.wav,5,6.768328445747802,3.4314212799072266,15,0.3
1,1,4,2,52,uso_300ms_99.wav,6,5.214076246334312,2.188220977783203,15,0.3
1,1,4,2,53,uso_300ms_99.wav,2,3.425219941348974,2.3746957778930664,15,0.3
1,1,4,2,54,uso_300ms_19.wav,1,2.472140762463344,1.9852216243743896,15,0.3
1,1,4,2,55,uso_300ms_27.wav,2,3.4398826979472146,1.7497756481170654,15,0.3
1,1,4,2,56,uso_300ms_43.wav,3,4.744868035190616,1.8747966289520264,15,0.3
1,1,4,2,57,uso_300ms_115.wav,1,3.6158357771261,2.0622384548187256,15,0.3
1,1,4,2,58,uso_300ms_35.wav,4,5.067448680351907,2.063395738601685,15,0.3
1,1,4,2,59,uso_300ms_67.wav,5,6.973607038123168,2.4371886253356934,15,0.3
1,1,4,2,60,uso_300ms_31.wav,6,4.979472140762463,3.374335765838623,15,0.3
1,1,4,2,61,uso_300ms_55.wav,4,4.055718475073314,2.1854114532470703,15,0.3
