cond_id,sub_id,block_id,task_id,event_id,stim_id,speaker_id,response,response_time,n_reps,isi
1,1,1,1,1,uso_300ms_79.wav,8,4.011730205278592,16.42274045944214,8,0.3
1,1,1,1,2,uso_300ms_59.wav,9,6.973607038123168,2.1882553100585938,8,0.3
1,1,1,1,3,uso_300ms_75.wav,4,3.5425219941348978,1.9372074604034424,8,0.3
1,1,1,1,4,uso_300ms_87.wav,1,2.618768328445748,1.8747520446777344,8,0.3
1,1,1,1,5,uso_300ms_99.wav,6,6.782991202346041,1.812227249145508,8,0.3
1,1,1,1,6,uso_300ms_15.wav,0,2.2815249266862176,2.066721200942993,8,0.3
1,1,1,1,7,uso_300ms_99.wav,3,5.8885630498533725,2.374708414077759,8,0.3
1,1,1,1,8,uso_300ms_87.wav,10,7.633431085043989,1.874736785888672,8,0.3
1,1,1,1,9,uso_300ms_95.wav,5,5.331378299120235,1.6872479915618896,8,0.3
1,1,1,1,10,uso_300ms_87.wav,7,6.181818181818182,1.312304973602295,8,0.3
1,1,1,1,11,uso_300ms_31.wav,2,4.158357771260998,1.4288809299468994,8,0.3
1,1,1,1,12,uso_300ms_7.wav,8,8.60117302052786,1.8747191429138184,8,0.3
1,1,1,1,13,uso_300ms_83.wav,3,5.390029325513197,2.313166618347168,8,0.3
1,1,1,1,14,uso_300ms_95.wav,4,3.733137829912024,1.6872458457946775,8,0.3
1,1,1,1,15,uso_300ms_59.wav,7,6.900293255131965,1.4392414093017578,8,0.3
1,1,1,1,16,uso_300ms_51.wav,2,4.055718475073314,1.374799728393555,8,0.3
1,1,1,1,17,uso_300ms_31.wav,1,2.2375366568914963,1.3123018741607666,8,0.3
1,1,1,1,18,uso_300ms_15.wav,9,7.252199413489736,1.7499713897705078,8,0.3
1,1,1,1,19,uso_300ms_91.wav,6,4.334310850439883,1.687272071838379,8,0.3
1,1,1,1,20,uso_300ms_67.wav,5,6.680351906158359,2.047391653060913,8,0.3
1,1,1,1,21,uso_300ms_115.wav,10,6.944281524926687,2.3121578693389893,8,0.3
1,1,1,1,22,uso_300ms_71.wav,0,2.032258064516129,3.312252283096313,8,0.3
1,1,1,1,23,uso_300ms_115.wav,2,4.011730205278592,1.8747236728668213,8,0.3
