sub_id,cond_id,block_id,task_id,event_id,stim_id,speaker_id,response,response_time,n_reps,isi
4,1,1,1,1,uso_300ms_115.wav,1,2.970674486803519,4.062218189239502,8,0.3
4,1,1,1,2,uso_300ms_55.wav,3,8.762463343108505,5.374626159667969,8,0.3
4,1,1,1,3,uso_300ms_67.wav,4,10.082111436950148,3.937225341796875,8,0.3
4,1,1,1,4,uso_300ms_27.wav,10,12.3108504398827,4.312227249145508,8,0.3
4,1,1,1,5,uso_300ms_87.wav,0,3.161290322580646,4.187209606170654,8,0.3
4,1,1,1,6,uso_300ms_63.wav,5,9.304985337243403,3.5622520446777344,8,0.3
4,1,1,1,7,uso_300ms_39.wav,9,12.28152492668622,3.4997568130493164,8,0.3
4,1,1,1,8,uso_300ms_15.wav,7,10.947214076246334,3.562258005142212,8,0.3
4,1,1,1,9,uso_300ms_39.wav,2,8.0,3.687227487564087,8,0.3
4,1,1,1,10,uso_300ms_75.wav,8,12.882697947214076,2.749809741973877,8,0.3
4,1,1,1,11,uso_300ms_47.wav,6,12.868035190615837,2.2498700618743896,8,0.3
4,1,1,1,12,uso_300ms_35.wav,8,12.868035190615837,2.6248178482055664,8,0.3
4,1,1,1,13,uso_300ms_83.wav,2,4.568914956011731,3.999722003936768,8,0.3
4,1,1,1,14,uso_300ms_19.wav,6,7.325513196480939,3.1872782707214355,8,0.3
4,1,1,1,15,uso_300ms_55.wav,3,5.331378299120235,3.6751768589019775,8,0.3
4,1,1,1,16,uso_300ms_39.wav,5,7.897360703812318,3.562255859375,8,0.3
4,1,1,1,17,uso_300ms_115.wav,0,2.9266862170087977,4.874667882919312,8,0.3
4,1,1,1,18,uso_300ms_71.wav,9,7.604105571847509,4.062217473983765,8,0.3
4,1,1,1,19,uso_300ms_91.wav,7,9.275659824046922,2.7498083114624023,8,0.3
4,1,1,1,20,uso_300ms_31.wav,10,10.609970674486805,2.3748350143432617,8,0.3
4,1,1,1,21,uso_300ms_99.wav,4,5.448680351906159,2.6248137950897217,8,0.3
4,1,1,1,22,uso_300ms_79.wav,1,2.384164222873901,4.562115907669067,8,0.3
4,1,1,1,23,uso_300ms_31.wav,5,7.0175953079178885,2.3748559951782227,8,0.3
4,1,1,1,24,uso_300ms_67.wav,0,3.29325513196481,4.124713659286499,8,0.3
4,1,1,1,25,uso_300ms_103.wav,3,9.994134897360704,2.812303066253662,8,0.3
4,1,1,1,26,uso_300ms_47.wav,9,11.856304985337244,1.999860048294068,8,0.3
4,1,1,1,27,uso_300ms_27.wav,1,3.161290322580646,3.999788761138916,8,0.3
