sub_id,cond_id,block_id,task_id,event_id,stim_id,speaker_id,response,response_time,n_reps,isi
6,2,6,1,1,uso_300ms_20.wav,5,5.80058651026393,5.56450080871582,8,0.3
6,2,6,1,2,uso_300ms_75.wav,7,6.10850439882698,5.4372618198394775,8,0.3
6,2,6,1,3,uso_300ms_25.wav,9,8.117302052785924,1.5604379177093506,8,0.3
6,2,6,1,4,uso_300ms_92.wav,2,4.964809384164223,3.1247854232788086,8,0.3
6,2,6,1,5,uso_300ms_27.wav,4,6.724340175953079,7.859560251235962,8,0.3
6,2,6,1,6,uso_300ms_52.wav,6,8.058651026392962,1.562394142150879,8,0.3
6,2,6,1,7,uso_300ms_31.wav,0,2.941348973607038,1.729169845581055,8,0.3
6,2,6,1,8,uso_300ms_11.wav,3,4.964809384164223,1.4374024868011477,8,0.3
6,2,6,1,9,uso_300ms_45.wav,10,8.014662756598241,1.5613830089569092,8,0.3
6,2,6,1,10,uso_300ms_84.wav,8,7.0469208211143695,2.687317132949829,8,0.3
6,2,6,1,11,uso_300ms_48.wav,1,4.099706744868035,2.7508208751678467,8,0.3
6,2,6,1,12,uso_300ms_76.wav,10,7.956011730205279,3.1887447834014893,8,0.3
6,2,6,1,13,uso_300ms_100.wav,0,3.029325513196481,1.6873846054077148,8,0.3
6,2,6,1,14,uso_300ms_82.wav,4,5.80058651026393,7.188955783843994,8,0.3
6,2,6,1,15,uso_300ms_94.wav,6,6.944281524926687,1.1249408721923828,8,0.3
6,2,6,1,16,uso_300ms_96.wav,8,8.073313782991203,0.999932050704956,8,0.3
6,2,6,1,17,uso_300ms_35.wav,9,8.073313782991203,0.9374370574951172,8,0.3
6,2,6,1,18,uso_300ms_79.wav,3,5.038123167155426,3.1153061389923096,8,0.3
6,2,6,1,19,uso_300ms_21.wav,1,4.143695014662757,2.2507483959198,8,0.3
6,2,6,1,20,uso_300ms_55.wav,7,6.299120234604105,8.43950629234314,8,0.3
6,2,6,1,21,uso_300ms_14.wav,2,5.023460410557185,2.159621477127075,8,0.3
6,2,6,1,22,uso_300ms_52.wav,5,6.035190615835777,1.4998977184295654,8,0.3
6,2,6,1,23,uso_300ms_52.wav,9,6.914956011730206,1.815532684326172,8,0.3
6,2,6,1,24,uso_300ms_50.wav,0,2.868035190615836,1.312410593032837,8,0.3
6,2,6,1,25,uso_300ms_79.wav,5,6.10850439882698,4.5634541511535645,8,0.3
6,2,6,1,26,uso_300ms_56.wav,7,7.061583577712611,1.0595426559448242,8,0.3
6,2,6,1,27,uso_300ms_1.wav,1,3.777126099706745,1.563664197921753,8,0.3
6,2,6,1,28,uso_300ms_15.wav,10,8.043988269794722,1.6873855590820312,8,0.3
6,2,6,1,29,uso_300ms_72.wav,6,7.1495601173020535,1.559164047241211,8,0.3
6,2,6,1,30,uso_300ms_85.wav,2,4.832844574780059,2.812307834625244,8,0.3
6,2,6,1,31,uso_300ms_86.wav,3,4.935483870967742,3.1267127990722656,8,0.3
6,2,6,1,32,uso_300ms_2.wav,4,5.976539589442815,6.047267436981201,8,0.3
6,2,6,1,33,uso_300ms_30.wav,8,6.929618768328446,1.3077943325042725,8,0.3
6,2,6,1,34,uso_300ms_65.wav,0,3.102639296187683,2.687265634536743,8,0.3
6,2,6,1,35,uso_300ms_19.wav,6,7.061583577712611,2.3681602478027344,8,0.3
6,2,6,1,36,uso_300ms_40.wav,3,5.096774193548388,2.186906337738037,8,0.3
6,2,6,1,37,uso_300ms_88.wav,9,7.178885630498535,1.864329099655152,8,0.3
6,2,6,1,38,uso_300ms_57.wav,10,7.98533724340176,1.3749055862426758,8,0.3
6,2,6,1,39,uso_300ms_28.wav,8,8.073313782991203,1.5438978672027588,8,0.3
6,2,6,1,40,uso_300ms_81.wav,1,3.806451612903226,4.360173225402832,8,0.3
6,2,6,1,41,uso_300ms_9.wav,7,6.856304985337244,5.43839430809021,8,0.3
6,2,6,1,42,uso_300ms_15.wav,4,6.152492668621701,3.375621795654297,8,0.3
6,2,6,1,43,uso_300ms_70.wav,5,7.0175953079178885,2.687316417694092,8,0.3
6,2,6,1,44,uso_300ms_9.wav,2,3.806451612903226,2.922584295272827,8,0.3
6,2,6,1,45,uso_300ms_10.wav,8,7.061583577712611,2.372406482696533,8,0.3
6,2,6,1,46,uso_300ms_28.wav,0,3.058651026392962,1.8123767375946045,8,0.3
6,2,6,1,47,uso_300ms_87.wav,6,7.120234604105573,2.1271417140960693,8,0.3
6,2,6,1,48,uso_300ms_86.wav,10,7.956011730205279,1.812330722808838,8,0.3
6,2,6,1,49,uso_300ms_10.wav,7,8.014662756598241,2.938286542892456,8,0.3
6,2,6,1,50,uso_300ms_60.wav,3,5.0527859237536665,2.3748273849487305,8,0.3
6,2,6,1,51,uso_300ms_14.wav,9,8.014662756598241,2.313419818878174,8,0.3
6,2,6,1,52,uso_300ms_41.wav,5,7.134897360703812,2.374837875366211,8,0.3
6,2,6,1,53,uso_300ms_66.wav,2,3.879765395894428,4.376792669296265,8,0.3
6,2,6,1,54,uso_300ms_40.wav,1,3.777126099706745,2.485247611999512,8,0.3
6,2,6,1,55,uso_300ms_44.wav,4,5.844574780058651,6.1870763301849365,8,0.3
6,2,6,1,56,uso_300ms_100.wav,0,3.0733137829912023,1.625868797302246,8,0.3
6,2,6,1,57,uso_300ms_58.wav,10,7.897360703812318,2.0624263286590576,8,0.3
6,2,6,1,58,uso_300ms_40.wav,3,5.521994134897361,1.8733224868774407,8,0.3
6,2,6,1,59,uso_300ms_3.wav,4,6.914956011730206,3.750910520553589,8,0.3
6,2,6,1,60,uso_300ms_35.wav,8,7.061583577712611,2.004826307296753,8,0.3
6,2,6,1,61,uso_300ms_88.wav,5,7.105571847507331,1.312469720840454,8,0.3
6,2,6,1,62,uso_300ms_45.wav,6,8.0,1.0622808933258057,8,0.3
6,2,6,1,63,uso_300ms_66.wav,2,6.885630498533725,1.8748433589935305,8,0.3
6,2,6,1,64,uso_300ms_72.wav,9,8.014662756598241,1.7501716613769531,8,0.3
6,2,6,1,65,uso_300ms_12.wav,7,7.222873900293255,2.434608459472656,8,0.3
6,2,6,1,66,uso_300ms_92.wav,1,3.967741935483871,5.187005281448364,8,0.3
6,2,6,1,67,uso_300ms_59.wav,7,5.991202346041057,2.188580274581909,8,0.3
6,2,6,1,68,uso_300ms_69.wav,2,4.832844574780059,1.6873846054077148,8,0.3
6,2,6,1,69,uso_300ms_17.wav,5,7.002932551319649,1.936399221420288,8,0.3
6,2,6,1,70,uso_300ms_18.wav,9,7.134897360703812,2.0623586177825928,8,0.3
6,2,6,1,71,uso_300ms_36.wav,10,8.029325513196481,0.9979956150054932,8,0.3
6,2,6,1,72,uso_300ms_78.wav,4,5.316715542521995,1.927149534225464,8,0.3
6,2,6,1,73,uso_300ms_65.wav,6,6.181818181818182,2.6221160888671875,8,0.3
6,2,6,1,74,uso_300ms_31.wav,8,7.35483870967742,1.2499425411224363,8,0.3
6,2,6,1,75,uso_300ms_34.wav,3,8.131964809384165,1.0624785423278809,8,0.3
6,2,6,1,76,uso_300ms_51.wav,0,3.0146627565982405,1.3732421398162842,8,0.3
6,2,6,1,77,uso_300ms_26.wav,1,3.967741935483871,2.062359094619751,8,0.3
6,2,6,1,78,uso_300ms_95.wav,0,2.897360703812317,1.2499351501464844,8,0.3
6,2,6,1,79,uso_300ms_85.wav,7,6.196480938416423,1.233065128326416,8,0.3
6,2,6,1,80,uso_300ms_50.wav,1,3.953079178885631,1.374906301498413,8,0.3
6,2,6,1,81,uso_300ms_72.wav,8,6.988269794721408,1.2471163272857666,8,0.3
6,2,6,1,82,uso_300ms_8.wav,3,5.829912023460411,3.615808486938477,8,0.3
6,2,6,1,83,uso_300ms_85.wav,4,4.715542521994135,1.31306791305542,8,0.3
6,2,6,1,84,uso_300ms_92.wav,5,6.812316715542522,1.624888896942139,8,0.3
